acc,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,platform,instrument,bioproject,avgspotlen,mbases,collection_date_sam,abstract,category
SRR13385198,China,Asia,ILLUMINA,Illumina HiSeq 2500,PRJNA685581,300.0,9942.0,2019-11-04,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '685581', 'Project_Acc': 'PRJNA685581', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '326097', 'Sort_By_DataType': '310862', 'Sort_By_Organism': '724252', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2020/12/15 00:00', 'Project_Name': '', 'Project_Title': 'hyptertensive gut metagenome in patients and mice', 'Project_Description': 'gut metagenome in hyptertension patients and hyptertension mice Raw sequence reads', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Beijing Institute of Heart Lung and Blood Vessel Diseases', 'Submitter_Organization_List': ['Beijing Institute of Heart Lung and Blood Vessel Diseases'], 'Supergroup': ''}, attributes={'uid': '685581'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR22541669,China,Asia,ILLUMINA,Illumina NovaSeq 6000,PRJNA909023,296.0,6470.0,2018-02-06,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '983669', 'Project_Acc': 'PRJEB63158', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Genome sequencing and assembly', 'Sort_By_ProjectType': '113828', 'Sort_By_DataType': '90835', 'Sort_By_Organism': '643088', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Other', 'Project_Objectives': 'Unspecified Objective'}], 'Registration_Date': '2023/06/14 00:00', 'Project_Name': '', 'Project_Title': 'EMG produced TPA metagenomics assembly of PRJNA909023 data set (fecal samples metagenomics data analysis).', 'Project_Description': 'The Third Party Annotation (TPA)  assembly was derived from the primary whole genome shotgun (WGS) data set PRJNA909023, and was assembled with metaspades v3.15.3. This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.', 'Keyword': 'TPA:assembly', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'Contigs', 'Submitter_Organization': 'EMG', 'Submitter_Organization_List': ['EMG'], 'Supergroup': ''}, attributes={'uid': '983669'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR21134473,China,Asia,ILLUMINA,Illumina NovaSeq 6000,PRJNA868569,592.0,45.0,2022-08-11,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '9606', 'Project_Id': '868569', 'Project_Acc': 'PRJNA868569', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '191032', 'Sort_By_DataType': '170955', 'Sort_By_Organism': '185552', 'Project_Subtype': '', 'Project_Target_Scope': 'Multiisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2022/08/11 00:00', 'Project_Name': 'Homo sapiens', 'Project_Title': 'Homo sapiens Raw sequence reads', 'Project_Description': 'Human gut metagenome for bioinformatic analysis', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': 'yes', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': 'Homo sapiens', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Jiangnan University', 'Submitter_Organization_List': ['Jiangnan University'], 'Supergroup': 'Eukaryotes'}, attributes={'uid': '868569'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR25438979,China,Asia,ILLUMINA,HiSeq X Ten,PRJNA999028,296.0,18518.0,2018-06-29,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '999028', 'Project_Acc': 'PRJNA999028', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '104719', 'Sort_By_DataType': '81280', 'Sort_By_Organism': '639118', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2023/07/26 00:00', 'Project_Name': '', 'Project_Title': 'Intestinal microbial community of gallstone subjects', 'Project_Description': 'Gallstone disease (GD), also known as cholelithiasis, is a common disease which can stimulate the gallbladder mucosa and result in the acute/chronic cholecystitis or even the gallbladder carcinoma. Nowadays, the prevalence of GD still keeps a continuously rising tendency. However, the process of gallstone formation still remains unclear. The microecosystem of the human intestinal tract has been reported to participate in regulating the biological metabolism in human bodies. In recent years, some researches have suggested intestinal microbes might play an important role in gallstone pathogenesis, but few of them laid emphasis on the detailed function of those differential microbiota. The aim of this study is to figure out the composition and function of the intestinal microbiota in patients with GD. The results of our research revealed that the intestinal tract of GD patients harbored a particular microbial community. By comparison with the healthy individuals, we discovered the differential intestinal microbes and their functions in cholelithiasis subjects. Our study broaden the insight into the potential mechanism of how intestinal microbes affect the progression of gallstone to some extent. Meanwhile, our study also provide potential targets for prevention, diagnosis or treatment of GD.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Huadong Hospital', 'Submitter_Organization_List': ['Huadong Hospital'], 'Supergroup': ''}, attributes={'uid': '999028'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infection
SRR17815007,China,Asia,BGISEQ,MGISEQ-2000RS,PRJNA565566,144.0,1000.0,2019-09-01,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '565566', 'Project_Acc': 'PRJNA565566', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '428657', 'Sort_By_DataType': '416381', 'Sort_By_Organism': '757143', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2019/09/15 00:00', 'Project_Name': '', 'Project_Title': 'Whole Genome Analysis of Salmonella enterica Serotype Enteritidis Isolates', 'Project_Description': 'Whole Genome Analysis of Salmonella enterica Serotype Enteritidis Isolates from Shenzhen, China', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Shenzhen Centre for Disease Control and Prevention, Shenzhen, Guangdong, China', 'Submitter_Organization_List': ['Shenzhen Centre for Disease Control and Prevention, Shenzhen, Guangdong, China'], 'Supergroup': ''}, attributes={'uid': '565566'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infection
SRR6517775,China,Asia,ILLUMINA,Illumina HiSeq 4000,PRJNA431482,291.0,4872.0,2015-02-12,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '408170', 'Project_Id': '431482', 'Project_Acc': 'PRJNA431482', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Metagenome', 'Sort_By_ProjectType': '547155', 'Sort_By_DataType': '537652', 'Sort_By_Organism': '270154', 'Project_Subtype': '', 'Project_Target_Scope': 'Environment', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Sequence', 'Project_Objectives': ''}], 'Registration_Date': '2018/01/24 00:00', 'Project_Name': 'human gut metagenome', 'Project_Title': ""human gut metagenome Metagenome-Behcet's disease"", 'Project_Description': ""To investigated the gut microbiome in patients with Behcet's disease"", 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': 'human gut metagenome', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'The First Affiliated Hospital of Chongqing Medical University', 'Submitter_Organization_List': ['The First Affiliated Hospital of Chongqing Medical University'], 'Supergroup': 'Other'}, attributes={'uid': '431482'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR11304935,China,Asia,ILLUMINA,Illumina HiSeq 2500,PRJNA612367,300.0,6566.0,2019-01-07,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '612367', 'Project_Acc': 'PRJNA612367', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '388237', 'Sort_By_DataType': '375034', 'Sort_By_Organism': '745597', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2020/03/12 00:00', 'Project_Name': '', 'Project_Title': 'constipation', 'Project_Description': 'the effect of fermented milk on constipation', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Inner Mongolia Agricultural University', 'Submitter_Organization_List': ['Inner Mongolia Agricultural University'], 'Supergroup': ''}, attributes={'uid': '612367'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR25933610,China,Asia,BGISEQ,BGISEQ-500,PRJNA1013076,300.0,16989.0,2022-06-02,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '2705415', 'Project_Id': '1013076', 'Project_Acc': 'PRJNA1013076', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '96822', 'Sort_By_DataType': '72831', 'Sort_By_Organism': '269057', 'Project_Subtype': '', 'Project_Target_Scope': 'Environment', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2023/09/05 00:00', 'Project_Name': 'faeces', 'Project_Title': 'Metagenomic sequencing of gut microbiota from patients with non-segmental vitiligo and heathy controls', 'Project_Description': 'Aim to systematically identify characteristics of the gut microbial compositions, genetic functions, and potential metabolic features in patients with non-segmental vitiligo.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': 'human feces metagenome', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'the Frist Affiliated Hospital of Xian Jiaotong University', 'Submitter_Organization_List': ['the Frist Affiliated Hospital of Xian Jiaotong University'], 'Supergroup': 'Other'}, attributes={'uid': '1013076'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR16555211,China,Asia,ILLUMINA,Illumina NovaSeq 6000,PRJNA772518,300.0,65924.0,2018-09-12,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '408170', 'Project_Id': '772518', 'Project_Acc': 'PRJNA772518', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '259322', 'Sort_By_DataType': '241747', 'Sort_By_Organism': '269677', 'Project_Subtype': '', 'Project_Target_Scope': 'Environment', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2021/10/19 00:00', 'Project_Name': 'Human gut metagenomic sequence', 'Project_Title': 'Human gut metagenomic sequence Raw sequence reads', 'Project_Description': 'Deep insights into the gut microbial community of extreme longevity in south Chinese centenarians by ultra-deep metagenomics and large-scale culturomics', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': 'human gut metagenome', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'QuantiHealth', 'Submitter_Organization_List': ['QuantiHealth'], 'Supergroup': 'Other'}, attributes={'uid': '772518'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR10479840,China,Asia,ILLUMINA,HiSeq X Ten,PRJNA588627,300.0,10313.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '408170', 'Project_Id': '588627', 'Project_Acc': 'PRJNA588627', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Metagenome', 'Sort_By_ProjectType': '407903', 'Sort_By_DataType': '395378', 'Sort_By_Organism': '269952', 'Project_Subtype': '', 'Project_Target_Scope': 'Environment', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Sequence', 'Project_Objectives': ''}], 'Registration_Date': '2019/11/10 00:00', 'Project_Name': 'human gut metagenome', 'Project_Title': 'human gut metagenome Metagenome', 'Project_Description': 'Enteric phageome alternations in Type 2 diabetes disease', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': 'human gut metagenome', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Chinese Human Genome Center at Shanghai', 'Submitter_Organization_List': ['Chinese Human Genome Center at Shanghai'], 'Supergroup': 'Other'}, attributes={'uid': '588627'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
